i;ds;da
17681;TORQUENTNSNR;TORQUENTNSNR
17682;LJM;LJM
17683;JSASAKASHIUNION;JSASAKASHIUNION
17684;DRAWTITE;DRAWTITE
17685;AVLKRAFTTECHNIK;AVLKRAFTTECHNIK
17686;SWDRHEINOL;SWDRHEINOL
17687;COBAT;COBAT
17688;UNIFORCE;UNIFORCE
17689;DOMINATOR;DOMINATOR
17690;KENDALL;KENDALL
17691;MITSU;MITSU
17692;KINGTUL;KINGTUL
17693;ALNAS;ALNAS
17694;BSBELSVET;BSBELSVET
17695;SAKURAVICUNION;SAKURAVICUNION
17696;INNO;INNO
17697;ROSDOT;ROSDOT
17698;BUSHWACKER;BUSHWACKER
17699;ROADSTONE;ROADSTONE
17700;TOYOTAFORKLIFT;TOYOTAFORKLIFT
17701;AMENG;AMENG
17702;CONTITECHOPTIBELT;CONTITECHOPTIBELT
17703;ECODRIVE;ECODRIVE
17704;DAYREX;DAYREX
17705;MAWERMF;MAWERMF
17706;EDS;EDS
17707;VERYLUBE;VERYLUBE
17708;AMERICANMOTORS;AMERICANMOTORS
17709;POLMOSTROWTRUCK;POLMOSTROWTRUCK
17710;TIGGO;TIGGO
17711;ZHONGHUA;ZHONGHUA
17712;ROEWE;ROEWE
17713;FENGXING;FENGXING
17714;AVATRUCK;AVATRUCK
17715;MATRIZA;MATRIZA
17716;EUROGOLD;EUROGOLD
17717;CONTITECHTRUCK;CONTITECHTRUCK
17718;EFIBOUGICORD;EFIBOUGICORD
17719;MASTERTRUCKFILTER;MASTERTRUCKFILTER
17720;FLENNORTRUCK;FLENNORTRUCK
17721;KORTEXTRUCK;KORTEXTRUCK
17722;TRWLUCASTRUCK;TRWLUCASTRUCK
17723;JICAUTO;JICAUTO
17724;RONA;RONA
17725;DEPOTRUCK;DEPOTRUCK
17726;FILTRONTRUCK;FILTRONTRUCK
17727;MOOGUSA;MOOGUSA
20129;SONDAQ;SONDAQ
17729;MOOGEUROPETRUCK;MOOGEUROPETRUCK
17730;FTETRUCK;FTETRUCK
17731;ELDOR;ELDOR
17732;HANSETRUCK;HANSETRUCK
17733;GOODYEARTRUCK;GOODYEARTRUCK
17734;SACHSTRUCK;SACHSTRUCK
17735;MOOGEUROPE;MOOGEUROPE
17736;SUPERLIGHT;SUPERLIGHT
17737;HANLIN;HANLIN
17738;HENGSTTRUCK;HENGSTTRUCK
17739;ALLRIDE;ALLRIDE
17740;MA;MA
17741;GOETZETRUCK;GOETZETRUCK
17742;FORMULASVETA;FORMULASVETA
17743;WAITRUCK;WAITRUCK
17744;BATPARTS;BATPARTS
17745;FABIO;FABIO
17746;ZFTRUCK;ZFTRUCK
17747;SKFTRUCK;SKFTRUCK
17748;PAAZ;PAAZ
17749;SIEGEL;SIEGEL
17750;KSTRUCK;KSTRUCK
17751;TESLAELECTRICS;TESLAELECTRICS
17752;VICTORREINZTRUCK;VICTORREINZTRUCK
17753;MITSUBOSHIBELTS;MITSUBOSHIBELTS
17754;PAYENTRUCK;PAYENTRUCK
17755;MALOAKRON;MALOAKRON
17756;MIT;MIT
17757;VORLANDI;VORLANDI
17758;DELCO;DELCO
17759;AETRUCK;AETRUCK
17760;KORN;KORN
17761;BEHRTERMOTRONIC;BEHRTERMOTRONIC
17762;HYDCAB;HYDCAB
17763;HDEAUTOTEILE;HDEAUTOTEILE
17764;TOPCOVER;TOPCOVER
17765;GBP;GBP
17766;BERUTRUCK;BERUTRUCK
17767;BREDA;BREDA
17768;BEHRSERVICETRUCK;BEHRSERVICETRUCK
17769;PIERBURGTRUCK;PIERBURGTRUCK
17770;VAZ;VAZ
17771;MENSANOTOMOTIV;MENSANOTOMOTIV
17772;SONDER;SONDER
17773;FAGTRUCK;FAGTRUCK
17774;HIGHTLEVELHELSINGIN;HIGHTLEVELHELSINGIN
17775;BEHRHELLASERVICETRUCK;BEHRHELLASERVICETRUCK
17776;ALON;ALON
17778;ASSOTRUCK;ASSOTRUCK
17779;PROVIA;PROVIA
17780;ECS;ECS
17781;FISCHERFA1;FISCHERFA1
17782;SUPERDIESEL;SUPERDIESEL
17783;VERFASSERVERKE;VERFASSERVERKE
17784;KONITRUCK;KONITRUCK
17785;WLQP;WLQP
17786;INWAY;INWAY
17787;GKNLOBRO;GKNLOBRO
17788;PETERSPE;PETERSPE
17789;BOGETRUCK;BOGETRUCK
17790;EUROLITESTRUCK;EUROLITESTRUCK
17791;PERMAFUSE;PERMAFUSE
17792;HELLATRUCK;HELLATRUCK
17793;ADVANCED;ADVANCED
17794;POLYURETHANE;POLYURETHANE
19819;BLACKSTONE;BLACKSTONE
17796;JOINFLEKS;JOINFLEKS
17797;VERSLO;VERSLO
17798;HENGFU;HENGFU
17799;CARGOTRUCK;CARGOTRUCK
17800;STARTLINE;STARTLINE
17801;APIAP;APIAP
17802;SPITZERAUTOMOTIVE;SPITZERAUTOMOTIVE
17803;HELLAPAGIDTRUCK;HELLAPAGIDTRUCK
17804;STSPLUS;STSPLUS
17805;NOZZLE;NOZZLE
17806;VEKA;VEKA
17807;WOSMANN;WOSMANN
17808;GOMMA;GOMMA
17809;MAHLEKNECHTTRUCK;MAHLEKNECHTTRUCK
17810;AGP;AGP
17811;CALIPERPARTS;CALIPERPARTS
17812;FREAKPARTS;FREAKPARTS
17813;TRWUSA;TRWUSA
17814;KMAUTOTECHNIKTRUCK;KMAUTOTECHNIKTRUCK
17815;VALEOTRUCK;VALEOTRUCK
17816;XXL;XXL
17817;GTSBRAKESYSTEMS;GTSBRAKESYSTEMS
17818;LEMFORDERTRUCK;LEMFORDERTRUCK
17819;TERMALTRUCK;TERMALTRUCK
17820;UFITRUCK;UFITRUCK
17821;MONROETRUCK;MONROETRUCK
17822;SOFIMATRUCK;SOFIMATRUCK
17823;LUKTRUCK;LUKTRUCK
17824;TSNTRUCK;TSNTRUCK
17825;FEBITRUCK;FEBITRUCK
17826;TSP;TSP
17827;TEHNECO;TEHNECO
17828;TESLATECHNICSTRUCK;TESLATECHNICSTRUCK
17829;DANACHER;DANACHER
17167;AVOL STREICHERT;AVOLSTREICHERT
17831;STARTEC;STARTEC
17832;COFLEWALKO;COFLEWALKO
17833;PROAUTO;PROAUTO
17834;RENPAR;RENPAR
17835;CLEAN;CLEAN
17836;GLOBALBENDIX;GLOBALBENDIX
17837;TRIDONTRISCAN;TRIDONTRISCAN
17838;VIEROLVEMOVAICO;VIEROLVEMOVAICO
17839;DAYCOTRUCK;DAYCOTRUCK
17840;FRIXAHANKOOK;FRIXAHANKOOK
17841;LIP;LIP
17842;ERMAX;ERMAX
17843;USMER;USMER
17844;ENERGETIK;ENERGETIK
17845;WELLRUN;WELLRUN
17846;NEWRIDE;NEWRIDE
17847;KNORR;KNORR
17848;MAXLUM;MAXLUM
17849;INATRUCK;INATRUCK
17850;KRAUFTRUCK;KRAUFTRUCK
17851;ENKEI;ENKEI
17852;TRUCKLINE;TRUCKLINE
17853;EDRA;EDRA
17854;AVAR;AVAR
17855;LITTELFUSE;LITTELFUSE
17856;ISER;ISER
17857;TEXTARTRUCK;TEXTARTRUCK
17858;NISSENSTRUCK;NISSENSTRUCK
17859;YAMACO;YAMACO
17860;BAWTW;BAWTW
17861;ANNEXTECHNIK;ANNEXTECHNIK
17862;FENGHUA;FENGHUA
17863;CVA;CVA
17864;DELTAAUTOTECHNIC;DELTAAUTOTECHNIC
17865;PRS;PRS
17866;VIEROL;VIEROL
17867;KAVO;KAVO
17868;TAIWAN;TAIWAN
17869;EURO;EURO
17870;AYWI;AYWI
17871;AUTOMOTOR;AUTOMOTOR
17872;JAGUA;JAGUA
17873;ARTICCAT;ARTICCAT
17874;GB4;GB4
17875;DAIHA;DAIHA
17876;TOYTOA;TOYTOA
17877;LISTE;LISTE
17878;PROTO;PROTO
17879;VAUXH;VAUXH
17880;CHRYS;CHRYS
17881;LANCE;LANCE
17882;LAURA;LAURA
17883;TOCHKAOPORY;TOCHKAOPORY
17884;AUTOLYNX;AUTOLYNX
17885;EAA;EAA
17886;URAWA;URAWA
17887;GLOBALAUTOPARTS;GLOBALAUTOPARTS
17888;CHRYSLERDODGEJEEPMOPAR;CHRYSLERDODGEJEEPMOPAR
17889;SHIMANO;SHIMANO
17890;MEGUIARS;MEGUIARS
17891;STEYRSTEYRDAIMLERPUCHAG;STEYRSTEYRDAIMLERPUCHAG
17892;LANDROVERGROUP;LANDROVERGROUP
17894;FА;FА
17895;HAINAN;HAINAN
19820;ARIES;ARIES
17898;ALPINABMW;ALPINABMW
17899;HONDAROVER;HONDAROVER
17900;CHANG;CHANG
17902;ZHENGZHOU;ZHENGZHOU
17904;CHRYSLERDODGE;CHRYSLERDODGE
17905;FIATSUZUKI;FIATSUZUKI
17906;TIANJIN;TIANJIN
17907;DONG;DONG
17908;SHANGHAIGM;SHANGHAIGM
17909;GUANGZHOU;GUANGZHOU
17910;LAND;LAND
17911;MALТ;MALТ
17912;BEIJING;BEIJING
17913;FAWVOLKSWAGEN;FAWVOLKSWAGEN
17916;CHEVROLETOPEL;CHEVROLETOPEL
17917;INBRA;INBRA
17897;AUDISEATSKODAVW;AUDISEATSKODAVW
17893;AUDIVW;AUDIVW
17914;AUDIVWSKODA;AUDIVWSKODA
17901;AUDVW;AUDVW
17918;AUSTINROVERGROUP;AUSTINROVERGROUP
17921;SIGER;SIGER
16502;A&S FERSA;ASFERSA
13301;A.B.A;ABA
12673;A.I.C. COMPETITION;AICCOMPETITION
13192;A.L. FILTER;ALFILTER
12832;A.P.;AP
14673;AB COMPONENTS;ABCOMPONENTS
14931;ABA RULMAN;ABARULMAN
15333;ADIM PLASTIK;ADIMPLASTIK
12674;AGC KAROSSERIE;AGCKAROSSERIE
15485;AGCO SISU POWER;AGCOSISUPOWER
15173;AGIS-ZAVORE;AGISZAVORE
14680;AIR REFINER;AIRREFINER
15108;AKERMAN VERKSTAD AB;AKERMANVERKSTADAB
15428;AKTIV FISCHER;AKTIVFISCHER
13687;ALCO (ZYPERN);ALCOZYPERN
12942;ALFA ROMEO;ALFAROMEO
13184;ALFRED HEYD;ALFREDHEYD
14799;ALFRED ZIEGLER;ALFREDZIEGLER
11816;ALLIED NIPPON;ALLIEDNIPPON
13080;ALLIS-CHALMERS;ALLISCHALMERS
17919;AUDISEATSKODAVOLKSWAGEN;AUDISEATSKODAVOLKSWAGEN
17920;AUDISEATVOLKSWAGEN;AUDISEATVOLKSWAGEN
13477;ALLISON TRANSMISSION;ALLISONTRANSMISSION
15490;ALOIS HIEBLE & CO;ALOISHIEBLECO
14692;AM GENERAL;AMGENERAL
14172;ANDRE NIERMANN;ANDRENIERMANN
14391;ANTONIO CARRARO;ANTONIOCARRARO
15300;ANVIS FRANCE;ANVISFRANCE
15459;APRILIA MOTORCYCLES;APRILIAMOTORCYCLES
14952;ARDENAISSE D'ESSIEUX;ARDENAISSEDESSIEUX
14607;AS MOTOR;ASMOTOR
14596;ASHOK LEYLAND;ASHOKLEYLAND
12999;ASIA MOTORS;ASIAMOTORS
15248;ASKAM (FARGO/DESOTO);ASKAMFARGODESOTO
13982;ASTON MARTIN;ASTONMARTIN
14625;ATLAS AUTO;ATLASAUTO
11983;ATLAS COPCO;ATLASCOPCO
12346;ATLAS WEYHAUSEN;ATLASWEYHAUSEN
14630;AUDI (FAW);AUDIFAW
12479;AUSTIN-HEALEY;AUSTINHEALEY
14647;AUSTIN-WESTERN;AUSTINWESTERN
14475;AUSTIN/MG;AUSTINMG
14728;AUTO DELTA;AUTODELTA
14568;AUTO PARTS EUROPE;AUTOPARTSEUROPE
12409;AUTO UNION;AUTOUNION
13681;AUTOMOTOR FRANCE;AUTOMOTORFRANCE
15297;AVCO NEW IDEA;AVCONEWIDEA
14993;AVELING BARFORD;AVELINGBARFORD
14481;AVIA (MISA);AVIAMISA
15325;AVON TYRES;AVONTYRES
16393;B CAR;BCAR
14042;BALDWIN FILTERS;BALDWINFILTERS
12596;BALO-MOTORTEX;BALOMOTORTEX
15477;BAOJUN (SGMW);BAOJUNSGMW
14729;BARBER-GREENE;BARBERGREENE
15013;BARFORD OF BELTON;BARFORDOFBELTON
15089;BAY CITY SHOVELS;BAYCITYSHOVELS
13635;BCD CORONA & C;BCDCORONAC
12616;BECK/ARNLEY;BECKARNLEY
11552;BEGEL GERMANY;BEGELGERMANY
14655;BEHR SERVICE;BEHRSERVICE
14482;BEIJING BENZ (BBDC);BEIJINGBENZBBDC
15460;BENELLI MOTORCYCLES;BENELLIMOTORCYCLES
15367;BF GOODRICH TIRES;BFGOODRICHTIRES
11515;BIG FILTER;BIGFILTER
14850;BLAW KNOX;BLAWKNOX
15241;BMC AIR FILTER;BMCAIRFILTER
14807;BMW (BRILLIANCE);BMWBRILLIANCE
15426;BMW MOTORCYCLES;BMWMOTORCYCLES
15066;BOHN U. KAEHLER;BOHNUKAEHLER
14924;BOLINDER MUNKTELL;BOLINDERMUNKTELL
18167;SPARD;SPARD
12941;BRAKE PARTS INC.;BRAKEPARTSINC
15137;BRAY CONSTRUCTION;BRAYCONSTRUCTION
12538;BREMS.-U.KUPPL.TEILE;BREMSUKUPPLTEILE
14837;BRIGGS & STRATTON;BRIGGSSTRATTON
15065;BRITISH CRANE A.EXCA;BRITISHCRANEAEXCA
15057;BROOM AND WADE;BROOMANDWADE
16261;BUCHER SCHORLING;BUCHERSCHORLING
14721;BUCRUS ERIE;BUCRUSERIE
16262;BUELL MOTORCYCLES;BUELLMOTORCYCLES
14748;BUICK (SGM);BUICKSGM
14374;BUNGARTZ U. PESCHKE;BUNGARTZUPESCHKE
15362;BURMEISTER & WAIN;BURMEISTERWAIN
11937;C.EFFE;CEFFE
12858;C.F.;CF
12859;C.I.;CI
14541;CADILLAC (SGM);CADILLACSGM
15461;CAGIVA MOTORCYCLES;CAGIVAMOTORCYCLES
14419;CALSONIC KANSEI;CALSONICKANSEI
12637;CASE IH;CASEIH
13747;CELLASTO;CELLASTO
14648;CENTRAL AUTOMOTIVE P;CENTRALAUTOMOTIVEP
12598;CF GOMMA;CFGOMMA
16878;CHAMPION LUBRICANTS;CHAMPIONLUBRICANTS
15370;CHAMPION / KETNER;CHAMPIONKETNER
13232;CHEVROLET (SGM);CHEVROLETSGM
15252;CHEVROLET (SGMW);CHEVROLETSGMW
14501;CHRYSLER (BBDC);CHRYSLERBBDC
13536;CITROEN (DF-PSA);CITROENDFPSA
11727;CITROEN/PEUGEOT;CITROENPEUGEOT
17478;CLIMBO-ELECTROAUTO;CLIMBOELECTROAUTO
12772;CO.R.A.;CORA
14483;CONSOLIDATED PNEUMAT;CONSOLIDATEDPNEUMAT
15489;CONTITECH-BR;CONTITECHBR
15097;CONTROL 4;CONTROL4
14451;COUNTY COMMERCIAL;COUNTYCOMMERCIAL
14609;COVENTRY CLIMAX;COVENTRYCLIMAX
14001;CRAFT BEARINGS;CRAFTBEARINGS
13365;CRANECARRIER COMPANY;CRANECARRIERCOMPANY
11762;CROSLAND FILTERS;CROSLANDFILTERS
12867;D&D;DD
15455;DAELIM MOTORCYCLES;DAELIMMOTORCYCLES
14968;DAIHATSU (FAW);DAIHATSUFAW
13193;DAVID BROWN;DAVIDBROWN
14755;DE CARBON;DECARBON
14506;DE JONGHE AUTOPARTS;DEJONGHEAUTOPARTS
14538;DE LOREAN;DELOREAN
14731;DE TOMASO;DETOMASO
14986;DECHENTREITER-LELY;DECHENTREITERLELY
13297;DELCO REMY;DELCOREMY
13484;DELPHI DIESEL;DELPHIDIESEL
14983;DEN OUDSTEN BUSSEN;DENOUDSTENBUSSEN
15022;DESPA GAS SPRINGS;DESPAGASSPRINGS
14163;DETROIT DIESEL;DETROITDIESEL
14972;DEUTSCHE KOCKUM;DEUTSCHEKOCKUM
12088;DEUTZ-FAHR;DEUTZFAHR
15019;DITCH WITCH;DITCHWITCH
14252;DJ AUTO;DJAUTO
15366;DON-BUR;DONBUR
14954;DONGFENG (DFAC);DONGFENGDFAC
15259;DONGFENG (DFL);DONGFENGDFL
14744;DONGFENG (DFM);DONGFENGDFM
13229;DONGNAN (SOUEAST);DONGNANSOUEAST
11929;DONIT FILTER;DONITFILTER
15478;DUCATI MOTORCYCLES;DUCATIMOTORCYCLES
12052;EBC BRAKES;EBCBRAKES
14696;ECHLIN INTERNATIONAL;ECHLININTERNATIONAL
14965;ELECTRA MOLINS;ELECTRAMOLINS
14393;ELECTRIC LIFE;ELECTRICLIFE
14432;ELECTRO PRECISI;ELECTROPRECISI
14379;EMGRAND (GEELY);EMGRANDGEELY
16609;ENGLON (GEELY);ENGLONGEELY
15116;EOS COACH;EOSCOACH
13191;ERICH JAEGER;ERICHJAEGER
19955;WIN;WIN
13181;EURO CAR PARTS;EUROCARPARTS
16786;EURO REPAR;EUROREPAR
12283;EURODEAL AUTOPARTS;EURODEALAUTOPARTS
11956;EUROLITES LEART;EUROLITESLEART
15032;F. G. WOLF;FGWOLF
12331;FA KROSNO;FAKROSNO
15070;FARYMANN DIESEL;FARYMANNDIESEL
14414;FAW JILIN;FAWJILIN
14528;FAW TIANJIN;FAWTIANJIN
11814;FEDERAL MOGUL;FEDERALMOGUL
15193;FENGXING (DONGFENG);FENGXINGDONGFENG
14485;FI-PARTS;FIPARTS
13341;FI. DI.;FIDI
15309;FIAT (GAC);FIATGAC
15321;FIAT (NANJING);FIATNANJING
14663;FIAT / LANCIA;FIATLANCIA
14944;FIAT OM CARELLI ELEV;FIATOMCARELLIELEV
14876;FIAT-HITACHI;FIATHITACHI
14767;FIRST TRACTOR;FIRSTTRACTOR
14856;FLASH-AIR;FLASHAIR
14907;FLOTTMANN WERKE;FLOTTMANNWERKE
14627;FLXIBLE CORPORATION;FLXIBLECORPORATION
12061;FMSI-VERBAND;FMSIVERBAND
12166;FODEN TRUCKS;FODENTRUCKS
16245;FOMAR FRICTION;FOMARFRICTION
12467;FORD (CHANGAN);FORDCHANGAN
15136;FORD (JMC);FORDJMC
13027;O & K;OK
12561;FORD ASIA / OZEANIA;FORDASIAOZEANIA
14869;FORD AUSTRALIA;FORDAUSTRALIA
14971;FORD NEW HOLLAND;FORDNEWHOLLAND
14691;FORD OTOSAN;FORDOTOSAN
14519;FORD USA;FORDUSA
15250;FORETRAVEL MOTORHOME;FORETRAVELMOTORHOME
14030;FP DIESEL;FPDIESEL
12437;FREN-J;FRENJ
13152;FUJI CHEM.COOP.;FUJICHEMCOOP
15087;GARDNER PARTS;GARDNERPARTS
13363;GAT EUROKAT;GATEUROKAT
15369;GATES / KETNER;GATESKETNER
11551;GENERAL MOTORS;GENERALMOTORS
14824;GENERAL TRAILERS;GENERALTRAILERS
14681;GIF FILTER;GIFFILTER
15462;GILERA MOTORCYCLES;GILERAMOTORCYCLES
14717;GLACIER-VANDERVELL;GLACIERVANDERVELL
14702;GRANNING LYNX;GRANNINGLYNX
14865;GRAY & ADAMS;GRAYADAMS
13208;GREAT WALL;GREATWALL
15371;GROUPES INDUSTRIES;GROUPESINDUSTRIES
16498;GT EXHAUSTS;GTEXHAUSTS
13353;GUD FILTERS;GUDFILTERS
16539;GUMARNY ZUBRI;GUMARNYZUBRI
14693;H&R;HR
11779;H.D.K.;HDK
15034;HAGEN BATTERIE;HAGENBATTERIE
15184;HAIMA (FAW);HAIMAFAW
14476;HANOMAG HENSCHEL;HANOMAGHENSCHEL
14661;HANOMAG RHEINSTAHL;HANOMAGRHEINSTAHL
15148;HARVAL TRUCK;HARVALTRUCK
14677;HATZ DIESEL;HATZDIESEL
15340;HELLA NUSSBAUM;HELLANUSSBAUM
11965;HELSA-AUTOMOTIVE;HELSAAUTOMOTIVE
15467;HERCULES MOTORCYCLES;HERCULESMOTORCYCLES
14734;HERTH+BUSS HEAVYPART;HERTHBUSSHEAVYPART
14725;HERZOG GERMANY;HERZOGGERMANY
15198;HESTON CORPORATION;HESTONCORPORATION
15396;HIRSCH KFZ-TEILE;HIRSCHKFZTEILE
15475;HISPANO-SUIZA;HISPANOSUIZA
14561;HOBOURN AUTOMOTIVE;HOBOURNAUTOMOTIVE
14434;HOFMEISTER & MEINCKE;HOFMEISTERMEINCKE
12512;HOLGER CRISTIANSEN;HOLGERCRISTIANSEN
12826;HONDA (DONGFENG);HONDADONGFENG
12613;HONDA (GAC);HONDAGAC
15453;HONDA MOTORCYCLES;HONDAMOTORCYCLES
15214;HOTCHKISS BRAND;HOTCHKISSBRAND
11973;HP (ZEBRA);HPZEBRA
15954;HSB GOLD;HSBGOLD
15132;HY-MAC;HYMAC
14881;HYDRAULIC MACHINERY;HYDRAULICMACHINERY
12863;HYUNDAI (BEIJING);HYUNDAIBEIJING
15243;HYUNDAI (HUATAI);HYUNDAIHUATAI
13205;INDELDIS KX 7;INDELDISKX7
15162;INDUSTRIJA MOTORA;INDUSTRIJAMOTORA
13304;INGERSOLL-RAND;INGERSOLLRAND
14658;INTERN. HARVESTER;INTERNHARVESTER
14534;INTERN. TRACTOR CO.;INTERNTRACTORCO
14772;INTERNATIONAL HARV.;INTERNATIONALHARV
15307;IQ POWER;IQPOWER
15223;IRAN KHODRO (IKCO);IRANKHODROIKCO
15051;IRMER U. ELZE;IRMERUELZE
15360;ISOTTA FRASCHINI;ISOTTAFRASCHINI
14599;ITMA TRATTORI;ITMATRATTORI
14370;IW LUDWIGSFELDE;IWLUDWIGSFELDE
11674;IWIS KETTEN;IWISKETTEN
15452;JAWA MOTORCYCLES;JAWAMOTORCYCLES
12692;JCB (BAMFORD);JCBBAMFORD
12279;JEEP (BAW);JEEPBAW
13289;JEEP (BJC);JEEPBJC
12085;JEEP VIASA;JEEPVIASA
14496;JENBACHER WERKE;JENBACHERWERKE
11567;JESSE LAI INC.;JESSELAIINC
14980;JINBEI (BRILLIANCE);JINBEIBRILLIANCE
12022;JOHN DEERE;JOHNDEERE
14378;JOHNSON CONTROLS;JOHNSONCONTROLS
15359;JONES CRANES;JONESCRANES
12971;K&K;KK
11651;K+F;KF
13039;KAELBLE-GMEINDER;KAELBLEGMEINDER
13324;KALE KELEPCE;KALEKELEPCE
14569;KALMAR-IRON;KALMARIRON
15456;KAWASAKI MOTORCYCLES;KAWASAKIMOTORCYCLES
14445;KAYSER-FILTER;KAYSERFILTER
14508;KELSEY HAYES;KELSEYHAYES
12471;KIA (DYK);KIADYK
14948;KIC AUTOMOTIVE;KICAUTOMOTIVE
15012;KING LONG;KINGLONG
12055;KNORR-BREMSE;KNORRBREMSE
15493;KOCK-PARTS.NL;KOCKPARTSNL
15308;KOEDEL U. BOEHM GMBH;KOEDELUBOEHMGMBH
11871;KOIVUNEN OY;KOIVUNENOY
15053;KRAUSS-MAFFEI AG;KRAUSSMAFFEIAG
15016;KRIEGER FAHRZEUGBAU;KRIEGERFAHRZEUGBAU
17372;KROON OIL;KROONOIL
16382;KS TOOLS;KSTOOLS
16495;KSH-KOSHIMO;KSHKOSHIMO
15479;KTM MOTORCYCLES;KTMMOTORCYCLES
17411;KHLER SCHNEIDER;KHLERSCHNEIDER
15161;KUKJE MACHINERY;KUKJEMACHINERY
15182;KV INTERNATIONAL;KVINTERNATIONAL
14510;LANCER BOSS;LANCERBOSS
11733;LAND ROVER;LANDROVER
14793;LAND/RANGERO;LANDRANGERO
15364;LANDWIND (JMC);LANDWINDJMC
14774;LANSING BAGNALL;LANSINGBAGNALL
15313;LANZ+MARTI;LANZMARTI
15464;LAVERDA MOTORCYCLES;LAVERDAMOTORCYCLES
14825;LEADER PARTS;LEADERPARTS
14582;LEGRAS INDUSTRIES;LEGRASINDUSTRIES
12682;LEO DE GROOT;LEODEGROOT
15285;LEVEQUES (REMORQUES);LEVEQUESREMORQUES
14750;LEYLAND-DAF;LEYLANDDAF
15055;LEYLAND-FREIGHT ROVE;LEYLANDFREIGHTROVE
15046;LEYLAND-INNOCENTI;LEYLANDINNOCENTI
15481;LH LIFT;LHLIFT
14797;LIGHTEN POINT;LIGHTENPOINT
14915;LISTER PETTER;LISTERPETTER
15141;LORRAINE (PLAXTON);LORRAINEPLAXTON
15217;LS TRACTOR;LSTRACTOR
13265;LUCAS CAV;LUCASCAV
12428;LUCAS TVS;LUCASTVS
12496;LUO'S;LUOS
13894;MA-PA;MAPA
14249;MAGIRUS-DEUTZ;MAGIRUSDEUTZ
14390;MAGNA STEYR;MAGNASTEYR
15289;MAGNETTI MARELLI-BR;MAGNETTIMARELLIBR
14604;MAHINDRA RENAULT;MAHINDRARENAULT
14654;MAHLE FILTER;MAHLEFILTER
14949;MAPLE (SMA);MAPLESMA
15508;MARSHAL TIRES;MARSHALTIRES
15054;MARUTI SUZUKI;MARUTISUZUKI
13292;MASSEY FERGUSON;MASSEYFERGUSON
13390;MASSEY-FERG-HANOMAG;MASSEYFERGHANOMAG
14425;MASSEY-HARRIS;MASSEYHARRIS
15451;MAXUS (SAIC MOTOR);MAXUSSAICMOTOR
14531;MAZ-MAN;MAZMAN
14903;MAZDA (CHANGAN);MAZDACHANGAN
12058;MAZDA (FAW);MAZDAFAW
15201;MAZDA (HAINAN);MAZDAHAINAN
14460;MC CORMICK;MCCORMICK
14337;MENBER S;MENBERS
13693;MERCEDES-BENZ;MERCEDESBENZ
13201;MERCEDES-BENZ (BBDC);MERCEDESBENZBBDC
14757;MERCEDES-BENZ (FJDA);MERCEDESBENZFJDA
17915;METAL LEVE;METALLEVE
14426;MG (NANJING);MGNANJING
14492;MG (SAIC);MGSAIC
13471;MITSUBISHI (BBDC);MITSUBISHIBBDC
15279;MITSUBISHI (GAC);MITSUBISHIGAC
15306;MITSUBISHI (SOUEAST);MITSUBISHISOUEAST
14851;MITSUBISHI LONSDALE;MITSUBISHILONSDALE
14768;MK KASHIYAMA;MKKASHIYAMA
13911;MOPAR PARTS;MOPARPARTS
14792;MOTEURS BAUDOUIN.S.A;MOTEURSBAUDOUINSA
14590;MOTO GUZZI;MOTOGUZZI
15469;MOTO GUZZI MC;MOTOGUZZIMC
14934;MOTOR JIKOV;MOTORJIKOV
14573;MP FILTRI;MPFILTRI
15377;MS (KOBLENSCHMIDT);MSKOBLENSCHMIDT
13596;MS (MOTOR SERVICE);MSMOTORSERVICE
16319;MULLER MITTELTAL;MULLERMITTELTAL
14588;MV AGUSTA;MVAGUSTA
14554;MWM INTERNATIONAL;MWMINTERNATIONAL
15463;MZ MOTORCYCLES;MZMOTORCYCLES
14884;N.AMERICA PARTS DIST;NAMERICAPARTSDIST
14166;NEW ERA;NEWERA
14487;NEW FLYER;NEWFLYER
14500;NEW HOLLAND;NEWHOLLAND
15145;NGH AUTOTECHNIK;NGHAUTOTECHNIK
13549;NINGBO SHANGLONG;NINGBOSHANGLONG
14912;NISSAN (DONGFENG);NISSANDONGFENG
15195;NISSAN (ZHENGZHOU);NISSANZHENGZHOU
12691;NKN.LTD.;NKNLTD
14493;NOKIAN TYRES;NOKIANTYRES
15091;NRF-MAROC;NRFMAROC
13063;NSK-RHP;NSKRHP
12657;NTK (NGK-GROUP);NTKNGKGROUP
14430;NUOVA TECNODELTA;NUOVATECNODELTA
12109;OBTEC A/S;OBTECAS
13886;OJD (QUICK BRAKE);OJDQUICKBRAKE
15449;OPAS DODUCO;OPASDODUCO
13656;OPTIMAL GERMANY;OPTIMALGERMANY
11614;ORJIN AUTOMOTIVE;ORJINAUTOMOTIVE
14570;OTO CONTA;OTOCONTA
12454;P.B.R.;PBR
12783;PARIS-RHONE;PARISRHONE
13474;PETRO CANADA;PETROCANADA
13040;PEUGEOT (DF-PSA);PEUGEOTDFPSA
15465;PEUGEOT MOTORCYCLES;PEUGEOTMOTORCYCLES
14517;PEX AUTOMOTIVE;PEXAUTOMOTIVE
15454;PIAGGIO MOTORCYCLES;PIAGGIOMOTORCYCLES
14975;PIERBURG FRANCE;PIERBURGFRANCE
15476;PIERCE-ARROW;PIERCEARROW
13974;PMA TOOLS;PMATOOLS
